date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:57:22	917/917	---M--	200	added ('OK')	application/javascript	date:Wed,%2002%20Jul%202014%2017:57:08%20GMT	http://www.wrist.im/javascripts/vendor/jquery.visible.js	C:/Users/Abhik%20Lodh/Desktop/Html/wrist/www.wrist.im/javascripts/vendor/jquery.visible.js	(from http://www.wrist.im/)
12:57:23	18175/18175	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2002%20Jul%202014%2017:57:08%20GMT	http://www.wrist.im/javascripts/application.js	C:/Users/Abhik%20Lodh/Desktop/Html/wrist/www.wrist.im/javascripts/application.js	(from http://www.wrist.im/)
12:57:24	273199/273199	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2002%20Jul%202014%2017:57:08%20GMT	http://www.wrist.im/javascripts/vendor/jquery-1.10.2.js	C:/Users/Abhik%20Lodh/Desktop/Html/wrist/www.wrist.im/javascripts/vendor/jquery-1.10.2.js	(from http://www.wrist.im/)
12:57:27	400311/400311	---MCZ	200	added ('OK')	text/css	date:Wed,%2002%20Jul%202014%2017:57:08%20GMT	http://www.wrist.im/stylesheets/app.css	C:/Users/Abhik%20Lodh/Desktop/Html/wrist/www.wrist.im/stylesheets/app.css	(from http://www.wrist.im/)
12:57:29	6754/6754	---M--	200	added ('OK')	image/png	date:Wed,%2002%20Jul%202014%2017:57:08%20GMT	http://www.wrist.im/images/ribbons/awwwards_honorable_black_left.png	C:/Users/Abhik%20Lodh/Desktop/Html/wrist/www.wrist.im/images/ribbons/awwwards_honorable_black_left.png	(from http://www.wrist.im/stylesheets/app.css)
12:57:30	6619/6619	---M--	200	added ('OK')	image/png	date:Wed,%2002%20Jul%202014%2017:57:08%20GMT	http://www.wrist.im/images/ribbons/awwwards_honorable_black_right.png	C:/Users/Abhik%20Lodh/Desktop/Html/wrist/www.wrist.im/images/ribbons/awwwards_honorable_black_right.png	(from http://www.wrist.im/stylesheets/app.css)
12:57:31	8769/8769	---M--	200	added ('OK')	image/png	date:Wed,%2002%20Jul%202014%2017:57:08%20GMT	http://www.wrist.im/images/ribbons/awwwards_honorable_white_left.png	C:/Users/Abhik%20Lodh/Desktop/Html/wrist/www.wrist.im/images/ribbons/awwwards_honorable_white_left.png	(from http://www.wrist.im/stylesheets/app.css)
12:57:31	8045/8045	---M--	200	added ('OK')	image/png	date:Wed,%2002%20Jul%202014%2017:57:08%20GMT	http://www.wrist.im/images/ribbons/awwwards_honorable_white_right.png	C:/Users/Abhik%20Lodh/Desktop/Html/wrist/www.wrist.im/images/ribbons/awwwards_honorable_white_right.png	(from http://www.wrist.im/stylesheets/app.css)
12:57:31	8294/8294	---M--	200	added ('OK')	image/png	date:Wed,%2002%20Jul%202014%2017:57:08%20GMT	http://www.wrist.im/images/ribbons/awwwards_honorable_green_left.png	C:/Users/Abhik%20Lodh/Desktop/Html/wrist/www.wrist.im/images/ribbons/awwwards_honorable_green_left.png	(from http://www.wrist.im/stylesheets/app.css)
12:57:32	8203/8203	---M--	200	added ('OK')	image/png	date:Wed,%2002%20Jul%202014%2017:57:08%20GMT	http://www.wrist.im/images/ribbons/awwwards_honorable_green_right.png	C:/Users/Abhik%20Lodh/Desktop/Html/wrist/www.wrist.im/images/ribbons/awwwards_honorable_green_right.png	(from http://www.wrist.im/stylesheets/app.css)
12:57:32	13658/13658	---M--	200	added ('OK')	image/png	date:Wed,%2002%20Jul%202014%2017:57:08%20GMT	http://www.wrist.im/images/ribbons/awwwards_honorable_black_left2x.png	C:/Users/Abhik%20Lodh/Desktop/Html/wrist/www.wrist.im/images/ribbons/awwwards_honorable_black_left2x.png	(from http://www.wrist.im/stylesheets/app.css)
12:57:33	12925/12925	---M--	200	added ('OK')	image/png	date:Wed,%2002%20Jul%202014%2017:57:08%20GMT	http://www.wrist.im/images/ribbons/awwwards_honorable_black_right2x.png	C:/Users/Abhik%20Lodh/Desktop/Html/wrist/www.wrist.im/images/ribbons/awwwards_honorable_black_right2x.png	(from http://www.wrist.im/stylesheets/app.css)
12:57:34	17229/17229	---M--	200	added ('OK')	image/png	date:Wed,%2002%20Jul%202014%2017:57:08%20GMT	http://www.wrist.im/images/ribbons/awwwards_honorable_white_left2x.png	C:/Users/Abhik%20Lodh/Desktop/Html/wrist/www.wrist.im/images/ribbons/awwwards_honorable_white_left2x.png	(from http://www.wrist.im/stylesheets/app.css)
12:57:35	16881/16881	---M--	200	added ('OK')	image/png	date:Wed,%2002%20Jul%202014%2017:57:08%20GMT	http://www.wrist.im/images/ribbons/awwwards_honorable_white_right2x.png	C:/Users/Abhik%20Lodh/Desktop/Html/wrist/www.wrist.im/images/ribbons/awwwards_honorable_white_right2x.png	(from http://www.wrist.im/stylesheets/app.css)
12:57:36	7221/7221	---M--	200	added ('OK')	image/gif	date:Wed,%2002%20Jul%202014%2017:57:08%20GMT	http://www.wrist.im/images/logo-white.gif	C:/Users/Abhik%20Lodh/Desktop/Html/wrist/www.wrist.im/images/logo-white.gif	(from http://www.wrist.im/stylesheets/app.css)
12:57:36	18723/18723	---M--	200	added ('OK')	image/png	date:Wed,%2002%20Jul%202014%2017:57:08%20GMT	http://www.wrist.im/images/ribbons/awwwards_honorable_green_left2x.png	C:/Users/Abhik%20Lodh/Desktop/Html/wrist/www.wrist.im/images/ribbons/awwwards_honorable_green_left2x.png	(from http://www.wrist.im/stylesheets/app.css)
12:57:36	763/763	---M--	200	added ('OK')	image/png	date:Wed,%2002%20Jul%202014%2017:57:08%20GMT	http://www.wrist.im/images/icon-about.png	C:/Users/Abhik%20Lodh/Desktop/Html/wrist/www.wrist.im/images/icon-about.png	(from http://www.wrist.im/stylesheets/app.css)
12:57:36	18445/18445	---M--	200	added ('OK')	image/png	date:Wed,%2002%20Jul%202014%2017:57:08%20GMT	http://www.wrist.im/images/ribbons/awwwards_honorable_green_right2x.png	C:/Users/Abhik%20Lodh/Desktop/Html/wrist/www.wrist.im/images/ribbons/awwwards_honorable_green_right2x.png	(from http://www.wrist.im/stylesheets/app.css)
12:57:37	11033/11033	---M--	200	added ('OK')	image/gif	date:Wed,%2002%20Jul%202014%2017:57:08%20GMT	http://www.wrist.im/images/logo-white-hd.gif	C:/Users/Abhik%20Lodh/Desktop/Html/wrist/www.wrist.im/images/logo-white-hd.gif	(from http://www.wrist.im/stylesheets/app.css)
12:57:37	1756/1756	---M--	200	added ('OK')	image/png	date:Wed,%2002%20Jul%202014%2017:57:08%20GMT	http://www.wrist.im/images/icon-about-hd.png	C:/Users/Abhik%20Lodh/Desktop/Html/wrist/www.wrist.im/images/icon-about-hd.png	(from http://www.wrist.im/stylesheets/app.css)
12:57:37	820/820	---M--	200	added ('OK')	image/png	date:Wed,%2002%20Jul%202014%2017:57:08%20GMT	http://www.wrist.im/images/icon-twitter.png	C:/Users/Abhik%20Lodh/Desktop/Html/wrist/www.wrist.im/images/icon-twitter.png	(from http://www.wrist.im/stylesheets/app.css)
12:57:37	1881/1881	---M--	200	added ('OK')	image/png	date:Wed,%2002%20Jul%202014%2017:57:08%20GMT	http://www.wrist.im/images/icon-twitter-hd.png	C:/Users/Abhik%20Lodh/Desktop/Html/wrist/www.wrist.im/images/icon-twitter-hd.png	(from http://www.wrist.im/stylesheets/app.css)
12:57:38	822/822	---M--	200	added ('OK')	image/png	date:Wed,%2002%20Jul%202014%2017:57:08%20GMT	http://www.wrist.im/images/icon-paris.png	C:/Users/Abhik%20Lodh/Desktop/Html/wrist/www.wrist.im/images/icon-paris.png	(from http://www.wrist.im/stylesheets/app.css)
12:57:38	1702/1702	---M--	200	added ('OK')	image/png	date:Wed,%2002%20Jul%202014%2017:57:08%20GMT	http://www.wrist.im/images/icon-paris-hd.png	C:/Users/Abhik%20Lodh/Desktop/Html/wrist/www.wrist.im/images/icon-paris-hd.png	(from http://www.wrist.im/stylesheets/app.css)
12:57:38	859/859	---M--	200	added ('OK')	image/png	date:Wed,%2002%20Jul%202014%2017:57:08%20GMT	http://www.wrist.im/images/icon-london.png	C:/Users/Abhik%20Lodh/Desktop/Html/wrist/www.wrist.im/images/icon-london.png	(from http://www.wrist.im/stylesheets/app.css)
12:57:39	1726/1726	---M--	200	added ('OK')	image/png	date:Wed,%2002%20Jul%202014%2017:57:08%20GMT	http://www.wrist.im/images/icon-london-hd.png	C:/Users/Abhik%20Lodh/Desktop/Html/wrist/www.wrist.im/images/icon-london-hd.png	(from http://www.wrist.im/stylesheets/app.css)
12:57:39	898/898	---M--	200	added ('OK')	image/png	date:Wed,%2002%20Jul%202014%2017:57:08%20GMT	http://www.wrist.im/images/icon-san-francisco.png	C:/Users/Abhik%20Lodh/Desktop/Html/wrist/www.wrist.im/images/icon-san-francisco.png	(from http://www.wrist.im/stylesheets/app.css)
12:57:40	1825/1825	---M--	200	added ('OK')	image/png	date:Wed,%2002%20Jul%202014%2017:57:08%20GMT	http://www.wrist.im/images/icon-san-francisco-hd.png	C:/Users/Abhik%20Lodh/Desktop/Html/wrist/www.wrist.im/images/icon-san-francisco-hd.png	(from http://www.wrist.im/stylesheets/app.css)
12:57:40	772/772	---M--	200	added ('OK')	image/png	date:Wed,%2002%20Jul%202014%2017:57:08%20GMT	http://www.wrist.im/images/icon-local.png	C:/Users/Abhik%20Lodh/Desktop/Html/wrist/www.wrist.im/images/icon-local.png	(from http://www.wrist.im/stylesheets/app.css)
12:57:40	1691/1691	---M--	200	added ('OK')	image/png	date:Wed,%2002%20Jul%202014%2017:57:08%20GMT	http://www.wrist.im/images/icon-local-hd.png	C:/Users/Abhik%20Lodh/Desktop/Html/wrist/www.wrist.im/images/icon-local-hd.png	(from http://www.wrist.im/stylesheets/app.css)
12:57:41	280/280	---M--	200	added ('OK')	image/png	date:Wed,%2002%20Jul%202014%2017:57:08%20GMT	http://www.wrist.im/images/about-dots.png	C:/Users/Abhik%20Lodh/Desktop/Html/wrist/www.wrist.im/images/about-dots.png	(from http://www.wrist.im/stylesheets/app.css)
12:57:41	806/806	---M--	200	added ('OK')	image/gif	date:Wed,%2002%20Jul%202014%2017:57:08%20GMT	http://www.wrist.im/images/happy-face.gif	C:/Users/Abhik%20Lodh/Desktop/Html/wrist/www.wrist.im/images/happy-face.gif	(from http://www.wrist.im/stylesheets/app.css)
12:57:41	1553/1553	---M--	200	added ('OK')	image/gif	date:Wed,%2002%20Jul%202014%2017:57:08%20GMT	http://www.wrist.im/images/happy-face-hd.gif	C:/Users/Abhik%20Lodh/Desktop/Html/wrist/www.wrist.im/images/happy-face-hd.gif	(from http://www.wrist.im/stylesheets/app.css)
